Dice Combination,Tag A,Tag B,Tag C,Tag D,Total Base,Final Score,Final Multiplier
"1-1-3-5-5-5-5-6","四同","無","小葫蘆","無",31.00,488.25,15.75
"1-1-3-5-5-5-5-7","四同","無","小葫蘆","絕對秩序",32.00,4032.00,126.00
"1-1-3-5-5-5-5-8","四同","無","小葫蘆","無",33.00,519.75,15.75
"1-1-3-5-5-5-6-6","三同","無","小葫蘆","無",32.00,280.00,8.75
"1-1-3-5-5-5-6-7","三同","三連順","小葫蘆","無",33.00,577.50,17.50
"1-1-3-5-5-5-6-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"1-1-3-5-5-5-7-7","三同","無","小葫蘆","絕對秩序",34.00,2380.00,70.00
"1-1-3-5-5-5-7-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"1-1-3-5-5-5-8-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"1-1-3-5-5-6-6-6","三同","無","小葫蘆","無",33.00,288.75,8.75
"1-1-3-5-5-6-6-7","對子","三連順","三對子","無",34.00,306.00,9.00
"1-1-3-5-5-6-6-8","對子","無","三對子","無",35.00,157.50,4.50
"1-1-3-5-5-6-7-7","對子","三連順","三對子","無",35.00,315.00,9.00
"1-1-3-5-5-6-7-8","對子","四連順","雙對子","無",36.00,270.00,7.50
"1-1-3-5-5-6-8-8","對子","無","三對子","無",37.00,166.50,4.50
"1-1-3-5-5-7-7-7","三同","無","小葫蘆","絕對秩序",36.00,2520.00,70.00
"1-1-3-5-5-7-7-8","對子","無","三對子","無",37.00,166.50,4.50
"1-1-3-5-5-7-8-8","對子","無","三對子","無",38.00,171.00,4.50
"1-1-3-5-5-8-8-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"1-1-3-5-6-6-6-6","四同","無","小葫蘆","無",34.00,535.50,15.75
"1-1-3-5-6-6-6-7","三同","三連順","小葫蘆","無",35.00,612.50,17.50
"1-1-3-5-6-6-6-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"1-1-3-5-6-6-7-7","對子","三連順","三對子","無",36.00,324.00,9.00
"1-1-3-5-6-6-7-8","對子","四連順","雙對子","無",37.00,277.50,7.50
"1-1-3-5-6-6-8-8","對子","無","三對子","無",38.00,171.00,4.50
"1-1-3-5-6-7-7-7","三同","三連順","小葫蘆","無",37.00,647.50,17.50
"1-1-3-5-6-7-7-8","對子","四連順","雙對子","無",38.00,285.00,7.50
"1-1-3-5-6-7-8-8","對子","四連順","雙對子","無",39.00,292.50,7.50
"1-1-3-5-6-8-8-8","三同","無","小葫蘆","無",40.00,350.00,8.75
"1-1-3-5-7-7-7-7","四同","無","小葫蘆","絕對秩序",38.00,4788.00,126.00
"1-1-3-5-7-7-7-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"1-1-3-5-7-7-8-8","對子","無","三對子","無",40.00,180.00,4.50
"1-1-3-5-7-8-8-8","三同","無","小葫蘆","無",41.00,358.75,8.75
"1-1-3-5-8-8-8-8","四同","無","小葫蘆","無",42.00,661.50,15.75
"1-1-3-6-6-6-6-6","五同","無","小葫蘆","無",35.00,735.00,21.00
"1-1-3-6-6-6-6-7","四同","無","小葫蘆","無",36.00,567.00,15.75
"1-1-3-6-6-6-6-8","四同","無","小葫蘆","無",37.00,582.75,15.75
"1-1-3-6-6-6-7-7","三同","無","小葫蘆","無",37.00,323.75,8.75
"1-1-3-6-6-6-7-8","三同","三連順","小葫蘆","無",38.00,665.00,17.50
"1-1-3-6-6-6-8-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"1-1-3-6-6-7-7-7","三同","無","小葫蘆","無",38.00,332.50,8.75
"1-1-3-6-6-7-7-8","對子","三連順","三對子","無",39.00,351.00,9.00
"1-1-3-6-6-7-8-8","對子","三連順","三對子","無",40.00,360.00,9.00
"1-1-3-6-6-8-8-8","三同","無","小葫蘆","無",41.00,358.75,8.75
"1-1-3-6-7-7-7-7","四同","無","小葫蘆","無",39.00,614.25,15.75
"1-1-3-6-7-7-7-8","三同","三連順","小葫蘆","無",40.00,700.00,17.50
"1-1-3-6-7-7-8-8","對子","三連順","三對子","無",41.00,369.00,9.00
"1-1-3-6-7-8-8-8","三同","三連順","小葫蘆","無",42.00,735.00,17.50
"1-1-3-6-8-8-8-8","四同","無","小葫蘆","無",43.00,677.25,15.75
"1-1-3-7-7-7-7-7","五同","無","小葫蘆","絕對秩序",40.00,6720.00,168.00
"1-1-3-7-7-7-7-8","四同","無","小葫蘆","無",41.00,645.75,15.75
"1-1-3-7-7-7-8-8","三同","無","小葫蘆","無",42.00,367.50,8.75
"1-1-3-7-7-8-8-8","三同","無","小葫蘆","無",43.00,376.25,8.75
"1-1-3-7-8-8-8-8","四同","無","小葫蘆","無",44.00,693.00,15.75
"1-1-3-8-8-8-8-8","五同","無","小葫蘆","無",45.00,945.00,21.00
"1-1-4-4-4-4-4-4","六同","無","豪華四對子","無",26.00,4680.00,180.00
"1-1-4-4-4-4-4-5","五同","無","小葫蘆","無",27.00,567.00,21.00
"1-1-4-4-4-4-4-6","五同","無","小葫蘆","無",28.00,588.00,21.00
"1-1-4-4-4-4-4-7","五同","無","小葫蘆","無",29.00,609.00,21.00
"1-1-4-4-4-4-4-8","五同","無","小葫蘆","無",30.00,630.00,21.00
"1-1-4-4-4-4-5-5","四同","無","豪華四對子","無",28.00,1890.00,67.50
"1-1-4-4-4-4-5-6","四同","三連順","順碰交響曲","無",29.00,1044.00,36.00
"1-1-4-4-4-4-5-7","四同","無","小葫蘆","無",30.00,472.50,15.75
"1-1-4-4-4-4-5-8","四同","無","小葫蘆","無",31.00,488.25,15.75
"1-1-4-4-4-4-6-6","四同","無","豪華四對子","無",30.00,2025.00,67.50
"1-1-4-4-4-4-6-7","四同","無","小葫蘆","無",31.00,488.25,15.75
"1-1-4-4-4-4-6-8","四同","無","小葫蘆","無",32.00,504.00,15.75
"1-1-4-4-4-4-7-7","四同","無","豪華四對子","無",32.00,2160.00,67.50
"1-1-4-4-4-4-7-8","四同","無","小葫蘆","無",33.00,519.75,15.75
"1-1-4-4-4-4-8-8","四同","無","豪華四對子","無",34.00,2295.00,67.50
"1-1-4-4-4-5-5-5","三同","無","碰碰胡","無",29.00,362.50,12.50
"1-1-4-4-4-5-5-6","三同","三連順","小葫蘆","無",30.00,525.00,17.50
"1-1-4-4-4-5-5-7","三同","無","小葫蘆","無",31.00,271.25,8.75
"1-1-4-4-4-5-5-8","三同","無","小葫蘆","無",32.00,280.00,8.75
"1-1-4-4-4-5-6-6","三同","三連順","小葫蘆","無",31.00,542.50,17.50
"1-1-4-4-4-5-6-7","三同","四連順","順碰交響曲","無",32.00,800.00,25.00
"1-1-4-4-4-5-6-8","三同","三連順","小葫蘆","無",33.00,577.50,17.50
"1-1-4-4-4-5-7-7","三同","無","小葫蘆","無",33.00,288.75,8.75
"1-1-4-4-4-5-7-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"1-1-4-4-4-5-8-8","三同","無","小葫蘆","無",35.00,306.25,8.75
"1-1-4-4-4-6-6-6","三同","無","碰碰胡","無",32.00,400.00,12.50
"1-1-4-4-4-6-6-7","三同","無","小葫蘆","無",33.00,288.75,8.75
"1-1-4-4-4-6-6-8","三同","無","小葫蘆","無",34.00,297.50,8.75
"1-1-4-4-4-6-7-7","三同","無","小葫蘆","無",34.00,297.50,8.75
"1-1-4-4-4-6-7-8","三同","三連順","順碰交響曲","無",35.00,700.00,20.00
"1-1-4-4-4-6-8-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"1-1-4-4-4-7-7-7","三同","無","碰碰胡","無",35.00,437.50,12.50
"1-1-4-4-4-7-7-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"1-1-4-4-4-7-8-8","三同","無","小葫蘆","無",37.00,323.75,8.75
"1-1-4-4-4-8-8-8","三同","無","碰碰胡","無",38.00,475.00,12.50
"1-1-4-4-5-5-5-5","四同","無","豪華四對子","無",30.00,2025.00,67.50
"1-1-4-4-5-5-5-6","三同","三連順","小葫蘆","無",31.00,542.50,17.50
"1-1-4-4-5-5-5-7","三同","無","小葫蘆","無",32.00,280.00,8.75
"1-1-4-4-5-5-5-8","三同","無","小葫蘆","無",33.00,288.75,8.75
"1-1-4-4-5-5-6-6","對子","雙三連順","經典四對子","無",32.00,1440.00,45.00
"1-1-4-4-5-5-6-7","對子","四連順","三對子","無",33.00,371.25,11.25
"1-1-4-4-5-5-6-8","對子","三連順","三對子","無",34.00,306.00,9.00
"1-1-4-4-5-5-7-7","對子","無","經典四對子","無",34.00,510.00,15.00
"1-1-4-4-5-5-7-8","對子","無","三對子","無",35.00,157.50,4.50
"1-1-4-4-5-5-8-8","對子","無","經典四對子","無",36.00,540.00,15.00
"1-1-4-4-5-6-6-6","三同","三連順","小葫蘆","無",33.00,577.50,17.50
"1-1-4-4-5-6-6-7","對子","四連順","三對子","無",34.00,382.50,11.25
"1-1-4-4-5-6-6-8","對子","三連順","三對子","無",35.00,315.00,9.00
"1-1-4-4-5-6-7-7","對子","四連順","三對子","無",35.00,393.75,11.25
"1-1-4-4-5-6-7-8","對子","五連順","雙對子","無",36.00,378.00,10.50
"1-1-4-4-5-6-8-8","對子","三連順","三對子","無",37.00,333.00,9.00
"1-1-4-4-5-7-7-7","三同","無","小葫蘆","無",36.00,315.00,8.75
"1-1-4-4-5-7-7-8","對子","無","三對子","無",37.00,166.50,4.50
"1-1-4-4-5-7-8-8","對子","無","三對子","無",38.00,171.00,4.50
"1-1-4-4-5-8-8-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"1-1-4-4-6-6-6-6","四同","無","豪華四對子","無",34.00,2295.00,67.50
"1-1-4-4-6-6-6-7","三同","無","小葫蘆","無",35.00,306.25,8.75
"1-1-4-4-6-6-6-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"1-1-4-4-6-6-7-7","對子","無","經典四對子","無",36.00,540.00,15.00
"1-1-4-4-6-6-7-8","對子","三連順","三對子","無",37.00,333.00,9.00
"1-1-4-4-6-6-8-8","對子","無","經典四對子","無",38.00,570.00,15.00
"1-1-4-4-6-7-7-7","三同","無","小葫蘆","無",37.00,323.75,8.75
"1-1-4-4-6-7-7-8","對子","三連順","三對子","無",38.00,342.00,9.00
"1-1-4-4-6-7-8-8","對子","三連順","三對子","無",39.00,351.00,9.00
"1-1-4-4-6-8-8-8","三同","無","小葫蘆","無",40.00,350.00,8.75
"1-1-4-4-7-7-7-7","四同","無","豪華四對子","無",38.00,2565.00,67.50
"1-1-4-4-7-7-7-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"1-1-4-4-7-7-8-8","對子","無","經典四對子","無",40.00,600.00,15.00
"1-1-4-4-7-8-8-8","三同","無","小葫蘆","無",41.00,358.75,8.75
"1-1-4-4-8-8-8-8","四同","無","豪華四對子","無",42.00,2835.00,67.50
"1-1-4-5-5-5-5-5","五同","無","小葫蘆","無",31.00,651.00,21.00
"1-1-4-5-5-5-5-6","四同","三連順","順碰交響曲","無",32.00,1152.00,36.00
"1-1-4-5-5-5-5-7","四同","無","小葫蘆","無",33.00,519.75,15.75
"1-1-4-5-5-5-5-8","四同","無","小葫蘆","無",34.00,535.50,15.75
"1-1-4-5-5-5-6-6","三同","三連順","小葫蘆","無",33.00,577.50,17.50
"1-1-4-5-5-5-6-7","三同","四連順","小葫蘆","無",34.00,743.75,21.88
"1-1-4-5-5-5-6-8","三同","三連順","小葫蘆","無",35.00,612.50,17.50
"1-1-4-5-5-5-7-7","三同","無","小葫蘆","無",35.00,306.25,8.75
"1-1-4-5-5-5-7-8","三同","無","小葫蘆","無",36.00,315.00,8.75
"1-1-4-5-5-5-8-8","三同","無","小葫蘆","無",37.00,323.75,8.75
"1-1-4-5-5-6-6-6","三同","三連順","小葫蘆","無",34.00,595.00,17.50
"1-1-4-5-5-6-6-7","對子","雙三連順","平胡","無",35.00,945.00,27.00
"1-1-4-5-5-6-6-8","對子","三連順","三對子","無",36.00,324.00,9.00
"1-1-4-5-5-6-7-7","對子","四連順","三對子","無",36.00,405.00,11.25
"1-1-4-5-5-6-7-8","對子","五連順","雙對子","無",37.00,388.50,10.50
"1-1-4-5-5-6-8-8","對子","三連順","三對子","無",38.00,342.00,9.00
"1-1-4-5-5-7-7-7","三同","無","小葫蘆","無",37.00,323.75,8.75
"1-1-4-5-5-7-7-8","對子","無","三對子","無",38.00,171.00,4.50
"1-1-4-5-5-7-8-8","對子","無","三對子","無",39.00,175.50,4.50
"1-1-4-5-5-8-8-8","三同","無","小葫蘆","無",40.00,350.00,8.75
"1-1-4-5-6-6-6-6","四同","三連順","順碰交響曲","無",35.00,1260.00,36.00
"1-1-4-5-6-6-6-7","三同","四連順","小葫蘆","無",36.00,787.50,21.88
"1-1-4-5-6-6-6-8","三同","三連順","小葫蘆","無",37.00,647.50,17.50
"1-1-4-5-6-6-7-7","對子","四連順","三對子","無",37.00,416.25,11.25
"1-1-4-5-6-6-7-8","對子","五連順","平胡","無",38.00,1197.00,31.50
"1-1-4-5-6-6-8-8","對子","三連順","三對子","無",39.00,351.00,9.00
"1-1-4-5-6-7-7-7","三同","四連順","順碰交響曲","無",38.00,950.00,25.00
"1-1-4-5-6-7-7-8","對子","五連順","雙對子","無",39.00,409.50,10.50
"1-1-4-5-6-7-8-8","對子","五連順","雙對子","無",40.00,420.00,10.50
"1-1-4-5-6-8-8-8","三同","三連順","順碰交響曲","無",41.00,820.00,20.00
"1-1-4-5-7-7-7-7","四同","無","小葫蘆","無",39.00,614.25,15.75
"1-1-4-5-7-7-7-8","三同","無","小葫蘆","無",40.00,350.00,8.75
"1-1-4-5-7-7-8-8","對子","無","三對子","無",41.00,184.50,4.50
"1-1-4-5-7-8-8-8","三同","無","小葫蘆","無",42.00,367.50,8.75
"1-1-4-5-8-8-8-8","四同","無","小葫蘆","無",43.00,677.25,15.75
"1-1-4-6-6-6-6-6","五同","無","小葫蘆","無",36.00,756.00,21.00
"1-1-4-6-6-6-6-7","四同","無","小葫蘆","無",37.00,582.75,15.75
"1-1-4-6-6-6-6-8","四同","無","小葫蘆","無",38.00,598.50,15.75
"1-1-4-6-6-6-7-7","三同","無","小葫蘆","無",38.00,332.50,8.75
"1-1-4-6-6-6-7-8","三同","三連順","小葫蘆","無",39.00,682.50,17.50
"1-1-4-6-6-6-8-8","三同","無","小葫蘆","無",40.00,350.00,8.75
"1-1-4-6-6-7-7-7","三同","無","小葫蘆","無",39.00,341.25,8.75
"1-1-4-6-6-7-7-8","對子","三連順","三對子","無",40.00,360.00,9.00
"1-1-4-6-6-7-8-8","對子","三連順","三對子","無",41.00,369.00,9.00
"1-1-4-6-6-8-8-8","三同","無","小葫蘆","無",42.00,367.50,8.75
"1-1-4-6-7-7-7-7","四同","無","小葫蘆","無",40.00,630.00,15.75
"1-1-4-6-7-7-7-8","三同","三連順","小葫蘆","無",41.00,717.50,17.50
"1-1-4-6-7-7-8-8","對子","三連順","三對子","無",42.00,378.00,9.00
"1-1-4-6-7-8-8-8","三同","三連順","小葫蘆","無",43.00,752.50,17.50
"1-1-4-6-8-8-8-8","四同","無","小葫蘆","無",44.00,693.00,15.75
"1-1-4-7-7-7-7-7","五同","無","小葫蘆","無",41.00,861.00,21.00
"1-1-4-7-7-7-7-8","四同","無","小葫蘆","無",42.00,661.50,15.75
"1-1-4-7-7-7-8-8","三同","無","小葫蘆","無",43.00,376.25,8.75
"1-1-4-7-7-8-8-8","三同","無","小葫蘆","無",44.00,385.00,8.75
"1-1-4-7-8-8-8-8","四同","無","小葫蘆","無",45.00,708.75,15.75
"1-1-4-8-8-8-8-8","五同","無","小葫蘆","無",46.00,966.00,21.00
"1-1-5-5-5-5-5-5","六同","無","豪華四對子","絕對秩序",32.00,46080.00,1440.00
"1-1-5-5-5-5-5-6","五同","無","小葫蘆","無",33.00,693.00,21.00
"1-1-5-5-5-5-5-7","五同","無","小葫蘆","絕對秩序",34.00,5712.00,168.00
"1-1-5-5-5-5-5-8","五同","無","小葫蘆","無",35.00,735.00,21.00
"1-1-5-5-5-5-6-6","四同","無","豪華四對子","無",34.00,2295.00,67.50
"1-1-5-5-5-5-6-7","四同","三連順","順碰交響曲","無",35.00,1260.00,36.00
"1-1-5-5-5-5-6-8","四同","無","小葫蘆","無",36.00,567.00,15.75
"1-1-5-5-5-5-7-7","四同","無","豪華四對子","絕對秩序",36.00,19440.00,540.00
"1-1-5-5-5-5-7-8","四同","無","小葫蘆","無",37.00,582.75,15.75
"1-1-5-5-5-5-8-8","四同","無","豪華四對子","無",38.00,2565.00,67.50
"1-1-5-5-5-6-6-6","三同","無","碰碰胡","無",35.00,437.50,12.50
"1-1-5-5-5-6-6-7","三同","三連順","小葫蘆","無",36.00,630.00,17.50
"1-1-5-5-5-6-6-8","三同","無","小葫蘆","無",37.00,323.75,8.75
"1-1-5-5-5-6-7-7","三同","三連順","小葫蘆","無",37.00,647.50,17.50
"1-1-5-5-5-6-7-8","三同","四連順","順碰交響曲","無",38.00,950.00,25.00
"1-1-5-5-5-6-8-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"1-1-5-5-5-7-7-7","三同","無","碰碰胡","絕對秩序",38.00,3800.00,100.00
"1-1-5-5-5-7-7-8","三同","無","小葫蘆","無",39.00,341.25,8.75
"1-1-5-5-5-7-8-8","三同","無","小葫蘆","無",40.00,350.00,8.75
"1-1-5-5-5-8-8-8","三同","無","碰碰胡","無",41.00,512.50,12.50
"1-1-5-5-6-6-6-6","四同","無","豪華四對子","無",36.00,2430.00,67.50
"1-1-5-5-6-6-6-7","三同","三連順","小葫蘆","無",37.00,647.50,17.50
"1-1-5-5-6-6-6-8","三同","無","小葫蘆","無",38.00,332.50,8.75
"1-1-5-5-6-6-7-7","對子","雙三連順","經典四對子","無",38.00,1710.00,45.00
"1-1-5-5-6-6-7-8","對子","四連順","三對子","無",39.00,438.75,11.25
"1-1-5-5-6-6-8-8","對子","無","經典四對子","無",40.00,600.00,15.00
"1-1-5-5-6-7-7-7","三同","三連順","小葫蘆","無",39.00,682.50,17.50
"1-1-5-5-6-7-7-8","對子","四連順","三對子","無",40.00,450.00,11.25
"1-1-5-5-6-7-8-8","對子","四連順","三對子","無",41.00,461.25,11.25
"1-1-5-5-6-8-8-8","三同","無","小葫蘆","無",42.00,367.50,8.75
"1-1-5-5-7-7-7-7","四同","無","豪華四對子","絕對秩序",40.00,21600.00,540.00
"1-1-5-5-7-7-7-8","三同","無","小葫蘆","無",41.00,358.75,8.75
"1-1-5-5-7-7-8-8","對子","無","經典四對子","無",42.00,630.00,15.00
"1-1-5-5-7-8-8-8","三同","無","小葫蘆","無",43.00,376.25,8.75
"1-1-5-5-8-8-8-8","四同","無","豪華四對子","無",44.00,2970.00,67.50
"1-1-5-6-6-6-6-6","五同","無","小葫蘆","無",37.00,777.00,21.00
"1-1-5-6-6-6-6-7","四同","三連順","順碰交響曲","無",38.00,1368.00,36.00
"1-1-5-6-6-6-6-8","四同","無","小葫蘆","無",39.00,614.25,15.75
"1-1-5-6-6-6-7-7","三同","三連順","小葫蘆","無",39.00,682.50,17.50
"1-1-5-6-6-6-7-8","三同","四連順","小葫蘆","無",40.00,875.00,21.88
"1-1-5-6-6-6-8-8","三同","無","小葫蘆","無",41.00,358.75,8.75
"1-1-5-6-6-7-7-7","三同","三連順","小葫蘆","無",40.00,700.00,17.50
"1-1-5-6-6-7-7-8","對子","雙三連順","平胡","無",41.00,1107.00,27.00
"1-1-5-6-6-7-8-8","對子","四連順","三對子","無",42.00,472.50,11.25
"1-1-5-6-6-8-8-8","三同","無","小葫蘆","無",43.00,376.25,8.75
"1-1-5-6-7-7-7-7","四同","三連順","順碰交響曲","無",41.00,1476.00,36.00
"1-1-5-6-7-7-7-8","三同","四連順","小葫蘆","無",42.00,918.75,21.88
"1-1-5-6-7-7-8-8","對子","四連順","三對子","無",43.00,483.75,11.25
"1-1-5-6-7-8-8-8","三同","四連順","順碰交響曲","無",44.00,1100.00,25.00
"1-1-5-6-8-8-8-8","四同","無","小葫蘆","無",45.00,708.75,15.75
"1-1-5-7-7-7-7-7","五同","無","小葫蘆","絕對秩序",42.00,7056.00,168.00
"1-1-5-7-7-7-7-8","四同","無","小葫蘆","無",43.00,677.25,15.75
"1-1-5-7-7-7-8-8","三同","無","小葫蘆","無",44.00,385.00,8.75
"1-1-5-7-7-8-8-8","三同","無","小葫蘆","無",45.00,393.75,8.75
"1-1-5-7-8-8-8-8","四同","無","小葫蘆","無",46.00,724.50,15.75
"1-1-5-8-8-8-8-8","五同","無","小葫蘆","無",47.00,987.00,21.00
"1-1-6-6-6-6-6-6","六同","無","豪華四對子","無",38.00,6840.00,180.00
"1-1-6-6-6-6-6-7","五同","無","小葫蘆","無",39.00,819.00,21.00
"1-1-6-6-6-6-6-8","五同","無","小葫蘆","無",40.00,840.00,21.00
"1-1-6-6-6-6-7-7","四同","無","豪華四對子","無",40.00,2700.00,67.50
"1-1-6-6-6-6-7-8","四同","三連順","順碰交響曲","無",41.00,1476.00,36.00
"1-1-6-6-6-6-8-8","四同","無","豪華四對子","無",42.00,2835.00,67.50
"1-1-6-6-6-7-7-7","三同","無","碰碰胡","無",41.00,512.50,12.50
"1-1-6-6-6-7-7-8","三同","三連順","小葫蘆","無",42.00,735.00,17.50
"1-1-6-6-6-7-8-8","三同","三連順","小葫蘆","無",43.00,752.50,17.50
"1-1-6-6-6-8-8-8","三同","無","碰碰胡","無",44.00,550.00,12.50
"1-1-6-6-7-7-7-7","四同","無","豪華四對子","無",42.00,2835.00,67.50
"1-1-6-6-7-7-7-8","三同","三連順","小葫蘆","無",43.00,752.50,17.50
"1-1-6-6-7-7-8-8","對子","雙三連順","經典四對子","無",44.00,1980.00,45.00
"1-1-6-6-7-8-8-8","三同","三連順","小葫蘆","無",45.00,787.50,17.50
"1-1-6-6-8-8-8-8","四同","無","豪華四對子","無",46.00,3105.00,67.50
"1-1-6-7-7-7-7-7","五同","無","小葫蘆","無",43.00,903.00,21.00
"1-1-6-7-7-7-7-8","四同","三連順","順碰交響曲","無",44.00,1584.00,36.00
"1-1-6-7-7-7-8-8","三同","三連順","小葫蘆","無",45.00,787.50,17.50
"1-1-6-7-7-8-8-8","三同","三連順","小葫蘆","無",46.00,805.00,17.50
"1-1-6-7-8-8-8-8","四同","三連順","順碰交響曲","無",47.00,1692.00,36.00
"1-1-6-8-8-8-8-8","五同","無","小葫蘆","無",48.00,1008.00,21.00
"1-1-7-7-7-7-7-7","六同","無","豪華四對子","絕對秩序",44.00,63360.00,1440.00
"1-1-7-7-7-7-7-8","五同","無","小葫蘆","無",45.00,945.00,21.00
"1-1-7-7-7-7-8-8","四同","無","豪華四對子","無",46.00,3105.00,67.50
"1-1-7-7-7-8-8-8","三同","無","碰碰胡","無",47.00,587.50,12.50
"1-1-7-7-8-8-8-8","四同","無","豪華四對子","無",48.00,3240.00,67.50
"1-1-7-8-8-8-8-8","五同","無","小葫蘆","無",49.00,1029.00,21.00
"1-1-8-8-8-8-8-8","六同","無","豪華四對子","兩極",50.00,270000.00,5400.00
"1-2-2-2-2-2-2-2","七同","無","中葫蘆","無",15.00,3000.00,200.00
"1-2-2-2-2-2-2-3","六同","三連順","順碰交響曲","無",16.00,1536.00,96.00
"1-2-2-2-2-2-2-4","六同","無","雙三同","無",17.00,714.00,42.00
"1-2-2-2-2-2-2-5","六同","無","雙三同","無",18.00,756.00,42.00
"1-2-2-2-2-2-2-6","六同","無","雙三同","無",19.00,798.00,42.00
"1-2-2-2-2-2-2-7","六同","無","雙三同","無",20.00,840.00,42.00
"1-2-2-2-2-2-2-8","六同","無","雙三同","無",21.00,882.00,42.00
"1-2-2-2-2-2-3-3","五同","三連順","順碰交響曲","無",17.00,816.00,48.00
"1-2-2-2-2-2-3-4","五同","四連順","順碰交響曲","無",18.00,1080.00,60.00
"1-2-2-2-2-2-3-5","五同","三連順","順碰交響曲","無",19.00,912.00,48.00
"1-2-2-2-2-2-3-6","五同","三連順","順碰交響曲","無",20.00,960.00,48.00
"1-2-2-2-2-2-3-7","五同","三連順","順碰交響曲","無",21.00,1008.00,48.00
"1-2-2-2-2-2-3-8","五同","三連順","順碰交響曲","無",22.00,1056.00,48.00
"1-2-2-2-2-2-4-4","五同","無","小葫蘆","無",19.00,399.00,21.00
"1-2-2-2-2-2-4-5","五同","無","小葫蘆","無",20.00,420.00,21.00
"1-2-2-2-2-2-4-6","五同","無","小葫蘆","無",21.00,441.00,21.00
"1-2-2-2-2-2-4-7","五同","無","小葫蘆","無",22.00,462.00,21.00
"1-2-2-2-2-2-4-8","五同","無","小葫蘆","無",23.00,483.00,21.00
"1-2-2-2-2-2-5-5","五同","無","小葫蘆","無",21.00,441.00,21.00
"1-2-2-2-2-2-5-6","五同","無","小葫蘆","無",22.00,462.00,21.00
"1-2-2-2-2-2-5-7","五同","無","小葫蘆","無",23.00,483.00,21.00
"1-2-2-2-2-2-5-8","五同","無","小葫蘆","無",24.00,504.00,21.00
"1-2-2-2-2-2-6-6","五同","無","小葫蘆","無",23.00,483.00,21.00
"1-2-2-2-2-2-6-7","五同","無","小葫蘆","無",24.00,504.00,21.00
"1-2-2-2-2-2-6-8","五同","無","小葫蘆","無",25.00,525.00,21.00
"1-2-2-2-2-2-7-7","五同","無","小葫蘆","無",25.00,525.00,21.00
"1-2-2-2-2-2-7-8","五同","無","小葫蘆","無",26.00,546.00,21.00
"1-2-2-2-2-2-8-8","五同","無","小葫蘆","無",27.00,567.00,21.00
